*Are you self-employed?*,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,Would you feel comfortable discussing a mental health issue with your coworkers?,Have you ever discussed your mental health with coworkers?,Have you ever had a coworker discuss their or another coworker's mental health with you?,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",*Do you have previous employers?*,Was your employer primarily a tech company/organization?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Did you ever discuss your mental health with your previous employer?,Would you have been willing to discuss your mental health with your coworkers at previous employers?,Did you ever discuss your mental health with a previous coworker(s)?,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,"Overall, how much importance did your previous employer place on physical health?","Overall, how much importance did your previous employer place on mental health?",Do you *currently* have a mental health disorder?,Have you had a mental health disorder in the past?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,"If you have a mental health disorder, how often do you feel that it interferes with your work *when being treated effectively?*","If you have a mental health disorder, how often do you feel that it interferes with your work *when* _*NOT*_* being treated effectively (i.e., when you are experiencing symptoms)?*",Have your observations of how another individual who discussed a mental health issue made you less likely to reveal a mental health issue yourself in your current workplace?,How willing would you be to share with friends and family that you have a mental illness?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Why or why not?,Would you bring up your *mental* health with a potential employer in an interview?,Why or why not?.1,Are you openly identified at work as a person with a mental health issue?,"If they knew you suffered from a mental health disorder, how do you think that your team members/co-workers would react?",Have you observed or experienced an *unsupportive or badly handled response* to a mental health issue in your current or previous workplace?,Have you observed or experienced a *supportive or well handled response* to a mental health issue in your current or previous workplace?,"Overall, how well do you think the tech industry supports employees with mental health issues?",Briefly describe what you think the industry as a whole and/or employers could do to improve mental health support for employees.,Would you be willing to talk to one of us more extensively about your experiences with mental health issues in the tech industry? (Note that all interview responses would be used _anonymously_ and only with your permission.),What is your age?,What is your gender?,What country do you *live* in?,What US state or territory do you *live* in?,What is your race?,What country do you *work* in?,What US state or territory do you *work* in?
True,More than 1000,True,True,Yes,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,False,6.328947368421052,4.878289473684211,False,True,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,5.587837837837838,3.527027027027027,Possibly,Possibly,False,I don't know,Sometimes,Often,No,3,No,i am afraid it'll be affected to myself in workplace,No,i'm afraid it'll be affected to me in workplace,False,3,I've always been self-employed,Maybe/Not sure,3,-,False,19,female,Indonesia,California,White,Indonesia,California
False,500-1000,True,True,Yes,Yes,No,I don't know,Yes,Somewhat easy,Same level of comfort for each,Yes,True,Maybe,True,False,7.0,3.0,True,True,Some did,"No, I only became aware later",None did,Some did,I don't know,Physical health,Some of my previous supervisors,True,"No, at none of my previous employers",False,False,7.0,3.0,Yes,Possibly,True,I don't know,Rarely,Often,No,9,Yes,"Physical health is a lot easier to explain, and have sympathy for. Mental health may or may not be treated with fairness from my experience.",Yes,"At this point, my mental health is more important than my career. I think if I needed to discuss why mental health at all during an interview, I would talk about my own experiences.",False,6,Maybe/Not sure,"Yes, I experienced",3,"Make psychological safety more important than producing results, and take time to check in with employees to see if they need help or breaks. ",True,27,Male,United States of America,California,White,United States of America,California
True,More than 1000,True,True,Yes,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,False,6.328947368421052,4.878289473684211,False,True,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,5.587837837837838,3.527027027027027,Possibly,Possibly,False,I don't know,Rarely,Sometimes,Maybe,4,No,Negative effect,Maybe,Negative effect,False,6,"Yes, I observed",No,2,Supportive talks,True,31,Male,Brazil,California,White,Brazil,California
True,More than 1000,True,True,Yes,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,False,6.328947368421052,4.878289473684211,True,True,Some did,"No, I only became aware later",None did,None did,Sometimes,Physical health,Some of my previous supervisors,False,At some of my previous employers,True,True,2.0,2.0,No,Yes,True,No,Not applicable to me,Not applicable to me,Yes,6,Maybe,They may not take it positively and my chances of getting the job mey be hampered,No,Chances of getting the job may be hampered,False,1,"Yes, I observed",No,1,Make sure that the person is not burdened with too much work and the expectations are set real while helping him grow in the desired field,False,25,Female,South Africa,California,White,South Africa,California
False,More than 1000,True,True,No,No,No,Yes,Yes,Somewhat difficult,Physical health,No,True,No,False,False,6.0,1.0,False,True,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,5.587837837837838,3.527027027027027,No,Yes,True,I don't know,Often,Often,No,4,Yes,physical issue is considered okay and drags sympathy. while mental illness is a taboo.,No,"nobody wants to work with mad ppl who, as portrayed in arts and movies as eccentrics who breaks things, tvs, glasses and what not.",False,0,"Yes, I observed",Maybe/Not sure,1,"better time and money management. less racism overall and particularly indian brahmin concepts. if girls could fake love boys for some time with the contract signed, that too will help.",True,36,male,India,California,White,India,California
False,6-25,False,False,No,No,Yes,No,I don't know,Neither easy nor difficult,Same level of comfort for each,No,False,Maybe,False,False,3.0,2.0,True,False,"No, none did",N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,True,False,1.0,0.0,Yes,Yes,True,Yes,Often,Often,Yes,3,Yes,I need a weight limit for lifting. ,No,Too stigmatized ,False,2,"Yes, I experienced",Maybe/Not sure,3,No idea,False,28,F,United States of America,Washington,White,United States of America,Washington
False,500-1000,True,True,Yes,Yes,No,No,I don't know,Neither easy nor difficult,Physical health,No,False,Maybe,True,True,5.0,2.0,True,True,I don't know,"No, I only became aware later",None did,None did,No,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,5.0,1.0,Possibly,Possibly,True,I don't know,Sometimes,Sometimes,Maybe,5,No,"
",No,"
",False,3,Maybe/Not sure,Maybe/Not sure,1,"
",False,27,f,United States of America,California,Asian,United States of America,California
False,26-100,True,True,Yes,Yes,No,No,Yes,Very easy,Physical health,Yes,True,No,True,False,7.0,5.0,True,True,"Yes, they all did","Yes, I was aware of all of them",None did,None did,"Yes, always",Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,7.0,5.0,Yes,Yes,True,Yes,Rarely,Often,No,2,No,It's not their business unless it interferes with my ability to work,No,Not relevant unless it interferes with job ability,False,1,Maybe/Not sure,Maybe/Not sure,2,"
",False,47,Male,United States of America,Michigan,White,United States of America,Michigan
False,26-100,True,True,I don't know,No,No,No,I don't know,I don't know,Physical health,Maybe,False,Maybe,False,False,5.0,3.0,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,3.0,2.0,Yes,Possibly,True,I don't know,Rarely,Sometimes,No,7,No,"There are only two broad categorization here which is sad, crazy and normal , if you want a job better not tell",Maybe,I wouldn't want to bring it up because that would result in me not being the Preferred candidate for the job,False,5,Maybe/Not sure,Maybe/Not sure,2,I have no idea.,True,25,Male,India,California,White,India,California
False,100-500,True,True,I don't know,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Yes,False,True,2.0,3.0,False,True,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,5.587837837837838,3.527027027027027,No,Possibly,True,No,Not applicable to me,Not applicable to me,No,9,No,not relevant to the task at hand (evaluating my skills as a data scientist),No,"again, not relevant to my skills as a data scientist",False,7,Maybe/Not sure,"Yes, I experienced",3,be more open and transparent by actively organizing and leading discussion,True,30,female,United States of America,California,Asian,United States of America,California
False,100-500,False,True,Not eligible for coverage / NA,No,I don't know,I don't know,I don't know,I don't know,Physical health,No,False,No,False,False,5.0,5.0,True,True,Some did,I was aware of some,Some did,Some did,Sometimes,Physical health,"No, none of my previous supervisors",True,At some of my previous employers,True,True,5.0,0.0,Yes,Yes,True,Yes,Rarely,Sometimes,Yes,5,Maybe,Wouldn't want an employer to think it might be a drain on the health benefits or miss work.,No,"NO. NEVER. Stigma. Don't want to be asked about it. Don't want it to color their estimation of my work. Don't want, if I miss a day or am late or anything (for whatever reason) it to be construed as being due to mental health.",False,0,"Yes, I experienced",No,1,There's a lot of talk about it but _hello?!_ I'm right here - and I have NEVER felt supported. It needs to not just be talk or a press release.,True,45,M,United States of America,North Carolina,White,United States of America,North Carolina
True,More than 1000,True,True,Yes,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,False,6.328947368421052,4.878289473684211,True,True,"No, none did",N/A (was not aware),I don't know,None did,No,Physical health,I don't know,False,"No, at none of my previous employers",False,False,5.0,5.0,Possibly,Don't Know,False,Yes,Not applicable to me,Not applicable to me,No,5,Maybe,they dont need to know,No,itès none of their business,False,5,No,No,3,it's over hyped,False,41,I am a Wookie,Afghanistan,California,White,Afghanistan,California
False,6-25,True,True,No,No,No,No,No,Neither easy nor difficult,Same level of comfort for each,No,False,Maybe,False,False,3.0,2.0,True,True,Some did,I was aware of some,None did,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",False,At some of my previous employers,False,False,5.0,4.0,Possibly,No,True,I don't know,Not applicable to me,Sometimes,No,6,Maybe,"If it will affect my work, I'll bring it up",No,There's too much of a stigma against mental illness,False,3,"Yes, I experienced",No,2,Stop glorifying overwork and stress,False,24,Female,South Africa,California,White,South Africa,California
False,More than 1000,True,True,I don't know,No,No,No,Yes,Somewhat easy,Physical health,No,False,Maybe,False,True,10.0,2.0,True,True,I don't know,N/A (was not aware),None did,None did,"Yes, always",Physical health,I don't know,False,At some of my previous employers,False,False,10.0,2.0,No,No,False,I don't know,Not applicable to me,Not applicable to me,No,6,Maybe,If this is something major that will affect my work then I would tell them.,No,"I feel like if I brought up a mental health issue, this would decrease my chances of getting the job.",False,7,No,Maybe/Not sure,1,"I think there should be groups dedicated to supporting mental health in the workplace, like how there are groups to address diversity and inclusion. There should be sessions to inform employees of mental health issues and go over what the company offers to help with these issues. Mental health should be brought up more so it’s not so taboo.",True,26,Female ,United States of America,Washington,Asian,United States of America,Washington
False,More than 1000,True,True,Yes,Yes,No,No,I don't know,Neither easy nor difficult,Physical health,No,False,No,False,False,6.0,3.0,True,True,Some did,I was aware of some,I don't know,None did,I don't know,Physical health,Some of my previous supervisors,True,"No, at none of my previous employers",False,True,6.0,3.0,Yes,Yes,True,Yes,Sometimes,Often,No,5,Maybe,"Chronic pain can be perceived negatively, but it also requires physical accommodation.",No,I would be perceived negatively.,False,3,"Yes, I experienced",No,1,"Tech industry work culture is at its basis still a machismo culture. If you can't pull your capitalist weight at all times, you aren't valuef. Unless this fundamentally shifts, the environment will remain unsupportive.",True,32,female,United States of America,Washington,White,United States of America,Washington
False,More than 1000,True,True,Yes,Yes,Yes,Yes,I don't know,Difficult,Physical health,Maybe,False,Maybe,True,False,5.0,5.0,True,False,Some did,I was aware of some,None did,None did,I don't know,Physical health,Some of my previous supervisors,True,"No, at none of my previous employers",False,False,5.0,0.0,Yes,Yes,True,Yes,Sometimes,Often,Yes,10,Maybe,If I felt that there was an issue that might interfere with my being able to do the job.,No,I do not think that I would get hired if I brought it up.,False,3,"Yes, I observed",Maybe/Not sure,2,I am not certain.,True,43,female,United States of America,Washington,White,United States of America,Washington
True,More than 1000,True,True,Yes,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,False,6.328947368421052,4.878289473684211,True,True,I don't know,N/A (was not aware),I don't know,None did,I don't know,Physical health,Some of my previous supervisors,False,"Yes, at all of my previous employers",False,False,8.0,10.0,No,No,False,No,Not applicable to me,Not applicable to me,No,8,Maybe,If the physical issue would actually impact my job performance,Maybe,If the issue might affect job performance ,False,8,No,No,5,Send out an email to all with info on ombré yo contact HR,False,37,Male,United States of America,Michigan,European American,United States of America,Michigan
False,500-1000,False,True,I don't know,No,I don't know,I don't know,I don't know,Somewhat easy,Physical health,Yes,True,Maybe,False,False,5.0,5.0,True,False,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,"No, at none of my previous employers",True,False,5.0,5.0,Yes,Possibly,True,Yes,Rarely,Sometimes,Yes,7,No,"Despite legal protection, disclosing such a thing in an interview would lessen my chances of hire. ",No,"Same deal. If they thought I was crazy (heh), I’d be less likely to get an offer. ",False,4,"Yes, I observed","Yes, I observed",2,A way to reduce blame. It’s not my fault. And I’m doing the best I can. ,False,51,Make,United States of America,Texas,White,United States of America,Texas
True,More than 1000,True,True,Yes,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,False,6.328947368421052,4.878289473684211,True,False,"Yes, they all did","Yes, I was aware of all of them",I don't know,"Yes, they all did","Yes, always",Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,3.0,3.0,No,No,False,No,Not applicable to me,Not applicable to me,No,3,Maybe,would depend on how relevant it was to performing the job.,Maybe,would depend on how relevant it was to performing the job.,False,8,Maybe/Not sure,Maybe/Not sure,3,I don't know.,False,56,Male,United States of America,North Carolina,White,United States of America,North Carolina
False,500-1000,False,True,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Physical health,Yes,False,Maybe,True,True,7.0,7.0,False,True,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,5.587837837837838,3.527027027027027,Possibly,Yes,True,Yes,Sometimes,Sometimes,No,7,Yes,Generally physical health issues feel easier to justify and explain. ,No,"Mental health issues are less tangible, but usually feel like they affect my work more than physical issues. I'd be afraid of the health issue skewing the interviewer against me.",False,7,"Yes, I observed",Maybe/Not sure,3,Stop treating mental illness like it's a plague when it's actually very common.,False,30,Male,United States of America,Pennsylvania,White,United States of America,District of Columbia
False,26-100,True,True,I don't know,No,No,No,I don't know,Somewhat easy,Physical health,No,False,No,False,False,7.0,2.0,True,False,Some did,I was aware of some,Some did,Some did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,True,8.0,7.0,No,No,False,Yes,Not applicable to me,Not applicable to me,No,4,Maybe,It depends upon how relevant the physical illness is to the job or my ability to perform the job.,Maybe,"Probably not, mostly because of stigma. But if a mental health issue would affect my work directly, I might bring it up.",False,4,No,No,3,I think the issue is farther reaching than just the tech industry. I don't think we're any better or worse at it than the greater global ciommunity.,False,48,Trans non-binary/genderfluid,United States of America,Virginia,White,United States of America,Virginia
False,100-500,True,True,Yes,Yes,No,No,I don't know,Somewhat difficult,Physical health,No,False,No,False,False,7.0,5.0,True,True,Some did,I was aware of some,Some did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,8.0,5.0,Yes,Yes,True,I don't know,Rarely,Sometimes,Yes,7,Maybe,I personally know people who were discriminated against for physical health issues,No,I know it would hurt me in an interview from the way I've seen employers engage their workforce overall,False,4,Maybe/Not sure,"Yes, I experienced",2,Provide meaningful access to mental health care (as part of broader health care access) AND stop discriminating/firing employees based on mental health issues alone. ,False,28,Female,United States of America,District of Columbia,More than one of the above,United States of America,Colorado
False,6-25,True,True,No,No,No,No,I don't know,Somewhat easy,Physical health,Maybe,False,Yes,True,True,5.0,2.0,True,False,Some did,I was aware of some,Some did,Some did,"Yes, always",Physical health,Some of my previous supervisors,False,"Yes, at all of my previous employers",False,False,10.0,7.0,Yes,Yes,True,No,Sometimes,Often,Yes,6,No,Would not want to miss out on the job opportunity due to a limitation. ,No,would not want to miss out on the job opportunity. ,False,4,"Yes, I observed",No,2,"Ensure teams have access to adequate stress relief programs, have open dialogue with team members (as managers/ leaders) about mental health needs, have an HR section during on-boarding specifically about how we handle mental health, accommodations examples we've made, instructions on how to best talk about mental health. ",True,26,Female,United States of America,Virginia,White,United States of America,Virginia
False,6-25,False,True,No,No,No,No,No,Somewhat difficult,Physical health,Yes,False,No,False,False,5.0,2.0,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,False,At some of my previous employers,False,False,3.0,0.0,No,No,False,No,Not applicable to me,Not applicable to me,No,1,No,could prejudice them against hiring me,No,too prejudicial ,False,1,No,No,3,be forward solution focused instead of punitive ,False,45,male,United States of America,Kansas,White,United States of America,Kansas
False,26-100,True,True,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Physical health,Maybe,False,No,False,False,8.0,8.0,True,True,Some did,I was aware of some,Some did,Some did,"Yes, always",Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,8.0,8.0,No,No,False,No,Not applicable to me,Not applicable to me,Maybe,6,Maybe,Depends on the interview and how the discussion goes.,Maybe,Depends on the interview,False,6,Maybe/Not sure,Maybe/Not sure,4,The support should be there and it should be treated the same way as any other health problem.,False,37,m,Estonia,California,White,Estonia,California
False,100-500,True,True,Yes,No,Yes,Yes,Yes,Very easy,Physical health,Yes,True,Yes,True,True,7.0,7.0,True,True,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,True,8.0,2.0,Yes,Yes,True,I don't know,Often,Often,No,9,Maybe,It shouldn't be relvant for the type of roles I do.,Maybe,They may not understand.,True,7,Maybe/Not sure,"Yes, I experienced",3,Remove stigma,False,42,Female,United Kingdom,California,White,United Kingdom,California
False,26-100,True,True,I don't know,No,No,No,I don't know,Somewhat easy,Physical health,No,False,Maybe,True,True,5.0,5.0,True,False,I don't know,I was aware of some,I don't know,Some did,I don't know,Physical health,I don't know,False,"No, at none of my previous employers",False,False,5.0,5.0,Yes,Possibly,True,I don't know,Sometimes,Often,No,5,Maybe,I don't know if it's appropriate or not. ,Maybe,I may feel the need to discuss it to clarify requests or possible behaviors. ,True,7,"Yes, I experienced","Yes, I experienced",3,They could try to improve the interviewing process.,True,34,Male,United States of America,Michigan,Caucasian,United States of America,Michigan
False,More than 1000,True,True,I don't know,No,Yes,Yes,I don't know,Difficult,Physical health,No,False,Maybe,True,True,7.0,5.0,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,5.0,1.0,No,Possibly,True,Yes,Rarely,Rarely,Yes,9,Maybe,Prejudice against differently abled,No,It would show as a sign of weakness and that I would not be able to handle stressful situations,False,3,"Yes, I observed",Maybe/Not sure,3,Encourage understanding mental health and sensitize employees,True,35,Female,India,California,White,India,California
False,More than 1000,False,True,Yes,No,No,No,I don't know,I don't know,Same level of comfort for each,No,False,Yes,True,True,10.0,0.0,False,True,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,5.587837837837838,3.527027027027027,Yes,No,True,No,Often,Often,Maybe,8,No,discrimitation,No,discrimination,False,8,No,"Yes, I experienced",1,taking periodic surveys and taking actions ,True,28,male,Mexico,California,White,Mexico,California
False,26-100,True,True,I don't know,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Yes,False,Yes,False,False,8.0,5.0,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,At some of my previous employers,True,True,6.0,3.0,No,No,True,I don't know,Sometimes,Sometimes,No,8,No,I don't want the issue to become a factor in decision process.,No,It might affect the outcome negatively.,False,3,Maybe/Not sure,Maybe/Not sure,3,Offer support and counselling,False,26,Male,India,California,White,India,California
False,100-500,False,True,I don't know,No,No,No,No,Somewhat easy,Physical health,No,False,No,False,False,3.0,0.0,False,True,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,5.587837837837838,3.527027027027027,Don't Know,No,False,No,Not applicable to me,Never,No,3,Yes,axsdsa,No,"
",False,4,No,No,3,bfdzd,False,34,F,India,California,White,India,California
False,More than 1000,True,True,I don't know,No,No,No,I don't know,Somewhat difficult,Physical health,No,False,No,False,False,9.0,1.0,True,True,"No, none did",N/A (was not aware),Some did,Some did,Sometimes,Mental health,Some of my previous supervisors,False,At some of my previous employers,False,False,6.0,6.0,No,No,False,No,Rarely,Rarely,Yes,5,Maybe,"
",Maybe,"
",False,6,"Yes, I experienced","Yes, I experienced",5,"
",True,28,Male,India,California,White,India,California
False,100-500,True,True,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Physical health,Yes,True,Maybe,True,True,7.0,7.0,True,False,Some did,"No, I only became aware later",None did,Some did,I don't know,Physical health,"No, none of my previous supervisors",False,At some of my previous employers,False,False,6.0,2.0,No,Yes,True,Yes,Not applicable to me,Not applicable to me,No,6,Maybe,"If I felt that it would impact the job, or was unsure on whether the org would provide the accommodations that I'd need in order to do the job, I would bring it up. If I felt that it wouldn't be an issue in terms of my job performance, I wouldn't bring it up.",No,"There's a level of established trust that I need before I'm willing to discuss mental health with a new person, and a potential employer wouldn't have established that level of trust yet.",False,6,"Yes, I observed","Yes, I experienced",2,Normalizing the idea of mental health as a priority for the company - making it clear that the company can only thrive if its employees can.,False,34,Female,United States of America,Massachusetts,White,United States of America,Massachusetts
True,More than 1000,True,True,Yes,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,False,6.328947368421052,4.878289473684211,True,True,"No, none did",N/A (none offered),None did,None did,No,Physical health,Some of my previous supervisors,False,At some of my previous employers,True,True,0.0,0.0,No,No,False,No,Not applicable to me,Not applicable to me,No,10,Yes,I suffer from tinnitus in my right ear and it drowns out people's voices if they speak at a low volume. Certain sounds like the humming sound in a server room or the high pitched sounds from some electronic devices aggravate the issue. I also like to wear headphones and listen to sounds that numb the condition. In my experience it's best to make people aware of the issue so that they don't think I'm not listening to them if the environment sounds are drowning out their voice or that I'm ignoring them and want to be left alone simply because I'm wearing headphones.,Maybe,Personally I would like to think that I would be open to discussing a mental health issue with a future employer. It would all depend on the individual(s) I was facing and whether I thought they were comfortable with hearing about it. My wife has been dealing with a mental health issue since childhood and has hidden it from her own family. I have tried to talk to some of her siblings regarding the issue and they don't really want to know or aren't comfortable with the subject and shut down the conversation immediately. This experience has made me keenly aware that it isn't a subject matter that everyone is happy to hear about and I wouldn't expect an interviewer to be different.,False,5,"Yes, I observed",No,2,"Take an active interest in the person and tailor the approach to the needs of the individual. One size fits all offerings of gym membership and health insurance is nothing more than a HR box ticking exercise. Providing access to counseling services would probably be more beneficial. In 26 years of being in the industry I have never once availed of the services of a gym. I used to cycle to work every day and it was great physical exercise and also a chance to clear my mind. In the past year I have attended a counselor and have found it very beneficial, my only regret is that I didn't have the opportunity or wasn't aware of it's benefits 20+ years ago. Helping people identify and deal with issues they are experiencing would be of huge benefit to an organisation. In addition to making the affected individual happier about themselves, they would be more productive in an environment where they felt they as an individual were cared about.",True,45,Male,Ireland,California,White,Ireland,California
True,More than 1000,True,True,Yes,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,False,6.328947368421052,4.878289473684211,True,True,"No, none did",N/A (was not aware),None did,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",True,"No, at none of my previous employers",True,True,6.0,1.0,Possibly,Yes,True,I don't know,Sometimes,Often,Yes,5,Maybe,Depends on its possible impact,No,Fear of its possible impact,False,6,"Yes, I experienced",Maybe/Not sure,1,Create an atmosphere where it feels normal to have some issues,True,59,Female,United Kingdom,California,White,United Kingdom,California
False,26-100,True,True,I don't know,No,No,No,I don't know,Difficult,Physical health,Maybe,False,Maybe,False,False,3.0,0.0,True,True,"Yes, they all did",I was aware of some,Some did,Some did,Sometimes,Physical health,Some of my previous supervisors,True,At some of my previous employers,False,False,5.0,5.0,Yes,Yes,True,Yes,Often,Often,Yes,7,Maybe,Never want to disclose deficits,Maybe,If I knew they encouraged it,False,8,"Yes, I experienced",No,2,Ask... encourage. Give an actual shit.,True,41,Male,United States of America,Ohio,I prefer not to answer,United States of America,Ohio
False,More than 1000,False,True,Yes,No,I don't know,I don't know,Yes,Somewhat easy,Same level of comfort for each,Yes,True,Yes,True,False,7.0,5.0,True,True,"Yes, they all did",I was aware of some,None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,True,True,5.0,5.0,Yes,Yes,True,Yes,Sometimes,Sometimes,No,8,Maybe,"
",Maybe,"
",False,8,Maybe/Not sure,"Yes, I experienced",3,"
",False,38,Male,United States of America,Tennessee,White,United States of America,Tennessee
False,More than 1000,True,True,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Physical health,No,True,Maybe,True,False,8.0,8.0,True,True,Some did,I was aware of some,Some did,Some did,I don't know,Same level of comfort for each,Some of my previous supervisors,True,At some of my previous employers,True,True,8.0,8.0,No,Possibly,True,Yes,Sometimes,Not applicable to me,No,0,Maybe,Why would it be relevant.,Maybe,I would want to see how supportive they are.,False,5,No,"Yes, I experienced",3,"Awareness, advocacy ,",False,42,Female,United States of America,California,White,United States of America,California
False,100-500,True,True,I don't know,No,No,I don't know,Yes,Very easy,Same level of comfort for each,Yes,True,Yes,True,True,6.0,8.0,True,False,Some did,"No, I only became aware later",None did,Some did,"Yes, always",Physical health,Some of my previous supervisors,False,"No, at none of my previous employers",False,False,5.0,5.0,Yes,Don't Know,True,Yes,Rarely,Often,No,5,Maybe,"My physical health issues are already managed by doctors, do not not want special treatment or a bias affecting interviewers opinion.",No,Fear that they would not want to hire someone with a mental health issue,False,7,No,"Yes, I experienced",3,"I think that they could be more supportive, clear up any misconceptions that other employees might have and activly look for employees that may be suffering a mental health issue such as depression to get them help before it's too late",False,21,Male,United States of America,Ohio,White,United States of America,Ohio
False,26-100,True,False,Yes,Yes,Yes,No,Yes,Somewhat difficult,Same level of comfort for each,Yes,False,Yes,True,True,9.0,3.0,True,False,"Yes, they all did",I was aware of some,Some did,Some did,"Yes, always",Same level of comfort for each,Some of my previous supervisors,True,"Yes, at all of my previous employers",True,True,6.0,3.0,No,No,False,Yes,Not applicable to me,Not applicable to me,No,10,No,"I assume you mean a job interview - I wouldn't want to deal with any ramifications, like not getting hired because of it, treated differently if I did get hired, trying to decide if I should pursue legal action...it would potentially complicate things too much, and I would worry about it.",No,"I assume you mean a job interview - I wouldn't want to deal with any ramifications, like not getting hired because of it, treated differently if I did get hired, trying to decide if I should pursue legal action...it would potentially complicate things too much, and I would worry about it.",False,6,"Yes, I observed","Yes, I experienced",3,"More awareness and support for mental health at industry events and conferences (quiet/recharge rooms, information on who you could contact if you're experiencing overwhelm and just need to talk)",False,30,female,United States of America,Illinois,White,United States of America,Illinois
False,100-500,True,True,Yes,Yes,Yes,Yes,Yes,I don't know,Same level of comfort for each,Yes,True,Yes,False,False,8.0,8.0,True,False,"Yes, they all did",I was aware of some,Some did,"Yes, they all did","Yes, always",Same level of comfort for each,Some of my previous supervisors,False,At some of my previous employers,False,False,6.0,6.0,Yes,Possibly,True,No,Rarely,Sometimes,No,8,No,"
",Maybe,"
",False,5,No,Maybe/Not sure,3,"
",False,46,CIS Male,United States of America,New York,White,United States of America,New York
